epoch,accuracy,val_accuracy,loss,val_loss
1,0.34504133462905884,0.32116788625717163,1.3880620002746582,1.2722748517990112
2,0.36157023906707764,0.29927006363868713,1.3180941343307495,1.2099277973175049
3,0.39669421315193176,0.36496350169181824,1.2019068002700806,1.1570229530334473
4,0.42148759961128235,0.39416059851646423,1.1656513214111328,1.108858585357666
5,0.45041322708129883,0.41605839133262634,1.0990780591964722,1.0715277194976807
6,0.46074381470680237,0.43795621395111084,1.0931204557418823,1.0377981662750244
7,0.5206611752510071,0.47445255517959595,0.9757236838340759,1.0101892948150635
8,0.5103305578231812,0.49635037779808044,0.9617466926574707,0.9893625974655151
9,0.5433884263038635,0.510948896408081,0.9339979290962219,0.9772925972938538
10,0.5702479481697083,0.510948896408081,0.897631824016571,0.9597556591033936
11,0.5723140239715576,0.525547444820404,0.885476291179657,0.9442151784896851
12,0.6115702390670776,0.540145993232727,0.8464816808700562,0.9360421895980835
13,0.5826446413993835,0.5182482004165649,0.845927357673645,0.9285386204719543
14,0.6280992031097412,0.5474452376365662,0.8288735747337341,0.9137384295463562
15,0.6714876294136047,0.55474454164505,0.772288978099823,0.9130397439002991
16,0.6239669322967529,0.5474452376365662,0.7802865505218506,0.8993369936943054
17,0.6590909361839294,0.569343090057373,0.7426434755325317,0.892166793346405
18,0.6652892827987671,0.569343090057373,0.7394037246704102,0.8886082172393799
19,0.6818181872367859,0.5766423344612122,0.7213008999824524,0.8834208250045776
20,0.6735537052154541,0.5912408828735352,0.7486882209777832,0.8779443502426147
21,0.68388432264328,0.5839415788650513,0.6873242855072021,0.8706129193305969
22,0.6900826692581177,0.5912408828735352,0.7098290324211121,0.8669403791427612
23,0.702479362487793,0.5912408828735352,0.6820725202560425,0.8646536469459534
24,0.7148760557174683,0.5985401272773743,0.6867879629135132,0.8603696227073669
25,0.6962810158729553,0.6058394312858582,0.648815393447876,0.8617215156555176
26,0.7045454382896423,0.5912408828735352,0.6905450224876404,0.8516157269477844
27,0.7272727489471436,0.5985401272773743,0.635578989982605,0.8506990075111389
28,0.7376033067703247,0.5985401272773743,0.6450071930885315,0.85063636302948
29,0.7314049601554871,0.5912408828735352,0.6286511421203613,0.8459532856941223
30,0.7479338645935059,0.6058394312858582,0.616565465927124,0.8472289443016052
31,0.6239669322967529,0.6204379796981812,0.7815831303596497,0.845317006111145
32,0.6983470916748047,0.6496350169181824,0.7065371870994568,0.8316019773483276
33,0.7355371713638306,0.6496350169181824,0.6650182008743286,0.8222986459732056
34,0.7561983466148376,0.6569343209266663,0.6150842905044556,0.8083306550979614
35,0.7768595218658447,0.6642335653305054,0.5897337794303894,0.7982982397079468
36,0.8057851195335388,0.6642335653305054,0.5453433990478516,0.7863572835922241
37,0.8057851195335388,0.6715328693389893,0.5234166979789734,0.775373101234436
38,0.8140496015548706,0.6861313581466675,0.47949716448783875,0.7687825560569763
39,0.8305785059928894,0.6642335653305054,0.45542383193969727,0.7690993547439575
40,0.8491735458374023,0.6715328693389893,0.43977800011634827,0.7622277140617371
41,0.8760330677032471,0.6715328693389893,0.400068461894989,0.7565288543701172
42,0.8884297609329224,0.6715328693389893,0.3877865672111511,0.7505068778991699
43,0.9008264541625977,0.6642335653305054,0.3499520421028137,0.7475285530090332
