filename,original_path,true_label,predicted_label,confidence,prob_Metal,prob_Paper,prob_Plastic
Metal_0198.jpg,D:\AI Projects\AI vs Arduino\Smart Trash Bin\dataset\processed\test\Metal\Metal_0198.jpg,Metal,Plastic,0.7173294425010681,0.17742674052715302,0.10524383187294006,0.7173294425010681
Metal_0199.jpg,D:\AI Projects\AI vs Arduino\Smart Trash Bin\dataset\processed\test\Metal\Metal_0199.jpg,Metal,Plastic,0.5855754017829895,0.3506064713001251,0.0638180747628212,0.5855754017829895
Metal_0209.jpg,D:\AI Projects\AI vs Arduino\Smart Trash Bin\dataset\processed\test\Metal\Metal_0209.jpg,Metal,Paper,0.4226665496826172,0.2740054130554199,0.4226665496826172,0.3033280372619629
Paper_0186.jpg,D:\AI Projects\AI vs Arduino\Smart Trash Bin\dataset\processed\test\Paper\Paper_0186.jpg,Paper,Metal,0.6761521100997925,0.6761521100997925,0.1178121566772461,0.206035777926445
Paper_0187.jpg,D:\AI Projects\AI vs Arduino\Smart Trash Bin\dataset\processed\test\Paper\Paper_0187.jpg,Paper,Plastic,0.4969298839569092,0.023199712857604027,0.47987037897109985,0.4969298839569092
Paper_0191.jpg,D:\AI Projects\AI vs Arduino\Smart Trash Bin\dataset\processed\test\Paper\Paper_0191.jpg,Paper,Plastic,0.8095166087150574,0.009790397249162197,0.18069297075271606,0.8095166087150574
Paper_0193.jpg,D:\AI Projects\AI vs Arduino\Smart Trash Bin\dataset\processed\test\Paper\Paper_0193.jpg,Paper,Plastic,0.6604812145233154,0.3024139702320099,0.03710479661822319,0.6604812145233154
Paper_0194.jpg,D:\AI Projects\AI vs Arduino\Smart Trash Bin\dataset\processed\test\Paper\Paper_0194.jpg,Paper,Plastic,0.4775876998901367,0.0689840242266655,0.4534282386302948,0.4775876998901367
Paper_0195.jpg,D:\AI Projects\AI vs Arduino\Smart Trash Bin\dataset\processed\test\Paper\Paper_0195.jpg,Paper,Plastic,0.8858722448348999,0.06869477778673172,0.04543294012546539,0.8858722448348999
Paper_0196.jpg,D:\AI Projects\AI vs Arduino\Smart Trash Bin\dataset\processed\test\Paper\Paper_0196.jpg,Paper,Plastic,0.6526608467102051,0.2490672618150711,0.09827189892530441,0.6526608467102051
