filename,original_path,true_label,predicted_label,confidence,prob_Metal,prob_Paper,prob_Plastic
Metal_0198.jpg,D:\AI Projects\AI vs Arduino\Smart Trash Bin\dataset\processed\test\Metal\Metal_0198.jpg,Metal,Plastic,0.8090108633041382,0.12766045331954956,0.06332864612340927,0.8090108633041382
Metal_0199.jpg,D:\AI Projects\AI vs Arduino\Smart Trash Bin\dataset\processed\test\Metal\Metal_0199.jpg,Metal,Plastic,0.8109657168388367,0.15508925914764404,0.033945050090551376,0.8109657168388367
Metal_0209.jpg,D:\AI Projects\AI vs Arduino\Smart Trash Bin\dataset\processed\test\Metal\Metal_0209.jpg,Metal,Plastic,0.5265135765075684,0.16513754427433014,0.3083488941192627,0.5265135765075684
Paper_0186.jpg,D:\AI Projects\AI vs Arduino\Smart Trash Bin\dataset\processed\test\Paper\Paper_0186.jpg,Paper,Metal,0.7514545917510986,0.7514545917510986,0.110329769551754,0.13821563124656677
Paper_0193.jpg,D:\AI Projects\AI vs Arduino\Smart Trash Bin\dataset\processed\test\Paper\Paper_0193.jpg,Paper,Plastic,0.8178567886352539,0.12872473895549774,0.05341849476099014,0.8178567886352539
Paper_0195.jpg,D:\AI Projects\AI vs Arduino\Smart Trash Bin\dataset\processed\test\Paper\Paper_0195.jpg,Paper,Plastic,0.8019444346427917,0.1192101538181305,0.07884542644023895,0.8019444346427917
Paper_0196.jpg,D:\AI Projects\AI vs Arduino\Smart Trash Bin\dataset\processed\test\Paper\Paper_0196.jpg,Paper,Plastic,0.7478455901145935,0.1642276644706726,0.08792676776647568,0.7478455901145935
Paper_0202.jpg,D:\AI Projects\AI vs Arduino\Smart Trash Bin\dataset\processed\test\Paper\Paper_0202.jpg,Paper,Plastic,0.5659780502319336,0.018140293657779694,0.4158816635608673,0.5659780502319336
Paper_0203.jpg,D:\AI Projects\AI vs Arduino\Smart Trash Bin\dataset\processed\test\Paper\Paper_0203.jpg,Paper,Plastic,0.9130918979644775,0.03734912723302841,0.049559008330106735,0.9130918979644775
Paper_0207.jpg,D:\AI Projects\AI vs Arduino\Smart Trash Bin\dataset\processed\test\Paper\Paper_0207.jpg,Paper,Plastic,0.7898606657981873,0.12085636705160141,0.08928292244672775,0.7898606657981873
Plastic_0290.jpg,D:\AI Projects\AI vs Arduino\Smart Trash Bin\dataset\processed\test\Plastic\Plastic_0290.jpg,Plastic,Paper,0.4478401243686676,0.10645225644111633,0.4478401243686676,0.4457075595855713
Plastic_0291.jpg,D:\AI Projects\AI vs Arduino\Smart Trash Bin\dataset\processed\test\Plastic\Plastic_0291.jpg,Plastic,Paper,0.5557575821876526,0.033978018909692764,0.5557575821876526,0.41026440262794495
Plastic_0297.jpg,D:\AI Projects\AI vs Arduino\Smart Trash Bin\dataset\processed\test\Plastic\Plastic_0297.jpg,Plastic,Metal,0.47957083582878113,0.47957083582878113,0.05623556300997734,0.46419358253479004
Plastic_0300.jpg,D:\AI Projects\AI vs Arduino\Smart Trash Bin\dataset\processed\test\Plastic\Plastic_0300.jpg,Plastic,Paper,0.5811529159545898,0.18779414892196655,0.5811529159545898,0.2310529351234436
Plastic_0301.jpg,D:\AI Projects\AI vs Arduino\Smart Trash Bin\dataset\processed\test\Plastic\Plastic_0301.jpg,Plastic,Paper,0.6803926229476929,0.05967310443520546,0.6803926229476929,0.25993427634239197
Plastic_0305.jpg,D:\AI Projects\AI vs Arduino\Smart Trash Bin\dataset\processed\test\Plastic\Plastic_0305.jpg,Plastic,Paper,0.822378933429718,0.042401254177093506,0.822378933429718,0.13521981239318848
Plastic_0306.jpg,D:\AI Projects\AI vs Arduino\Smart Trash Bin\dataset\processed\test\Plastic\Plastic_0306.jpg,Plastic,Metal,0.9165911078453064,0.9165911078453064,0.027264859527349472,0.05614396557211876
Plastic_0307.jpg,D:\AI Projects\AI vs Arduino\Smart Trash Bin\dataset\processed\test\Plastic\Plastic_0307.jpg,Plastic,Metal,0.9584735035896301,0.9584735035896301,0.0017956343945115805,0.039730966091156006
Plastic_0313.jpg,D:\AI Projects\AI vs Arduino\Smart Trash Bin\dataset\processed\test\Plastic\Plastic_0313.jpg,Plastic,Metal,0.4132274389266968,0.4132274389266968,0.3392464220523834,0.24752618372440338
Plastic_0316.jpg,D:\AI Projects\AI vs Arduino\Smart Trash Bin\dataset\processed\test\Plastic\Plastic_0316.jpg,Plastic,Metal,0.6632859706878662,0.6632859706878662,0.07101614028215408,0.2656979262828827
Plastic_0317.jpg,D:\AI Projects\AI vs Arduino\Smart Trash Bin\dataset\processed\test\Plastic\Plastic_0317.jpg,Plastic,Metal,0.7288113236427307,0.7288113236427307,0.020198145881295204,0.2509905695915222
