filename,original_path,true_label,predicted_label,confidence,prob_Metal,prob_Paper,prob_Plastic
Metal_0254.jpg,D:\AI Projects\AI vs Arduino\Smart Trash Bin\dataset\processed\test\Metal\Metal_0254.jpg,Metal,Paper,0.4559013247489929,0.3429212272167206,0.4559013247489929,0.20117752254009247
Metal_0258.jpg,D:\AI Projects\AI vs Arduino\Smart Trash Bin\dataset\processed\test\Metal\Metal_0258.jpg,Metal,Plastic,0.44106537103652954,0.3405780792236328,0.21835659444332123,0.44106537103652954
Metal_0260.jpg,D:\AI Projects\AI vs Arduino\Smart Trash Bin\dataset\processed\test\Metal\Metal_0260.jpg,Metal,Plastic,0.6903315782546997,0.2895759046077728,0.020092524588108063,0.6903315782546997
Metal_0261.jpg,D:\AI Projects\AI vs Arduino\Smart Trash Bin\dataset\processed\test\Metal\Metal_0261.jpg,Metal,Plastic,0.5654858350753784,0.22887584567070007,0.20563830435276031,0.5654858350753784
Metal_0270.jpg,D:\AI Projects\AI vs Arduino\Smart Trash Bin\dataset\processed\test\Metal\Metal_0270.jpg,Metal,Plastic,0.6247614026069641,0.2655493915081024,0.1096891462802887,0.6247614026069641
Metal_0271.jpg,D:\AI Projects\AI vs Arduino\Smart Trash Bin\dataset\processed\test\Metal\Metal_0271.jpg,Metal,Plastic,0.4650615453720093,0.24692733585834503,0.2880111336708069,0.4650615453720093
Metal_0272.jpg,D:\AI Projects\AI vs Arduino\Smart Trash Bin\dataset\processed\test\Metal\Metal_0272.jpg,Metal,Plastic,0.4998544156551361,0.47547680139541626,0.024668823927640915,0.4998544156551361
Metal_0276.jpg,D:\AI Projects\AI vs Arduino\Smart Trash Bin\dataset\processed\test\Metal\Metal_0276.jpg,Metal,Plastic,0.6988750100135803,0.1967470347881317,0.10437797009944916,0.6988750100135803
Metal_0277.jpg,D:\AI Projects\AI vs Arduino\Smart Trash Bin\dataset\processed\test\Metal\Metal_0277.jpg,Metal,Plastic,0.5365391373634338,0.33917897939682007,0.12428195774555206,0.5365391373634338
Paper_0280.jpg,D:\AI Projects\AI vs Arduino\Smart Trash Bin\dataset\processed\test\Paper\Paper_0280.jpg,Paper,Plastic,0.6296411156654358,0.13038425147533417,0.23997457325458527,0.6296411156654358
Paper_0281.jpg,D:\AI Projects\AI vs Arduino\Smart Trash Bin\dataset\processed\test\Paper\Paper_0281.jpg,Paper,Metal,0.4006677567958832,0.4006677567958832,0.2467080056667328,0.3526242673397064
Paper_0282.jpg,D:\AI Projects\AI vs Arduino\Smart Trash Bin\dataset\processed\test\Paper\Paper_0282.jpg,Paper,Plastic,0.6933736205101013,0.056929584592580795,0.24969682097434998,0.6933736205101013
Paper_0283.jpg,D:\AI Projects\AI vs Arduino\Smart Trash Bin\dataset\processed\test\Paper\Paper_0283.jpg,Paper,Plastic,0.682844340801239,0.08296327292919159,0.23419246077537537,0.682844340801239
Paper_0285.jpg,D:\AI Projects\AI vs Arduino\Smart Trash Bin\dataset\processed\test\Paper\Paper_0285.jpg,Paper,Metal,0.5060741901397705,0.5060741901397705,0.0957321897149086,0.3981936275959015
Paper_0290.jpg,D:\AI Projects\AI vs Arduino\Smart Trash Bin\dataset\processed\test\Paper\Paper_0290.jpg,Paper,Plastic,0.8163813948631287,0.02416715957224369,0.15945139527320862,0.8163813948631287
Paper_0294.jpg,D:\AI Projects\AI vs Arduino\Smart Trash Bin\dataset\processed\test\Paper\Paper_0294.jpg,Paper,Plastic,0.41631969809532166,0.26379528641700745,0.3198849856853485,0.41631969809532166
Paper_0295.jpg,D:\AI Projects\AI vs Arduino\Smart Trash Bin\dataset\processed\test\Paper\Paper_0295.jpg,Paper,Plastic,0.6683546900749207,0.11857211589813232,0.21307320892810822,0.6683546900749207
Paper_0296.jpg,D:\AI Projects\AI vs Arduino\Smart Trash Bin\dataset\processed\test\Paper\Paper_0296.jpg,Paper,Plastic,0.5253300070762634,0.1053910180926323,0.36927899718284607,0.5253300070762634
